Name,Platform,Location,Environment,Module,Description,Cores,Memory,Prov Total (GB),Used Total (GB),Prov,Used,Available (GB),Used (GB),Logs (GB),Cluster/Blade,,,,,,,,
nl-flhs-00315,Linux,Hollywood Studios,Prod,xConnect,Prod - xConnect - HS xBRC - DVC Greeter #02,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DHS,,,,,,,,
nl-flhs-00316,Linux,HS Alpha Lab,Alpha,Shared,Alpha - Shared - Ganglia Collector,2,2,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DHS2,,,,,,,,
nl-flhs-00317,Linux,Hollywood Studios,Prod,xPass,Prod - xPass - HS GxP DAP Event Listners #01,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DHS,,,,,,,,
nl-flhs-00318,Linux,Hollywood Studios,Prod,xPass,Prod - xPass - HS GxP DAP Event Listners #02,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DHS,,,,,,,,
nl-flhs-00319,Linux,Hollywood Studios,Prod,xConnect,Prod - xConnect - HS xBRC - Kiosk 2 #01,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DHS,,,,,,,,
nl-flhs-00320,Linux,Hollywood Studios,Prod,xConnect,Prod - xConnect - HS xBRC - Kiosk 2 #02,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DHS,,,,,,,,
nl-flhs-00321,Linux,Hollywood Studios,Prod,xConnect,Prod - xConnect - HS MSM 1 #01,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DHS,,,,,,,,
nl-flhs-00322,Linux,Hollywood Studios,Prod,xConnect,Prod - xConnect - HS MSM 1 #02,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DHS,,,,,,,,
nl-flhs-00323,Linux,Hollywood Studios,Prod,xConnect,Prod - xConnect - HS MSM 2 #01,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DHS,,,,,,,,
nl-flhs-00324,Linux,Hollywood Studios,Prod,xConnect,Prod - xConnect - HS MSM 2 #02,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DHS,,,,,,,,
nl-flhs-00325,Linux,Hollywood Studios,Prod,xConnect,Prod - xConnect - HS MSM 3 #01,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DHS,,,,,,,,
nl-flhs-00326,Linux,Hollywood Studios,Prod,xConnect,Prod - xConnect - HS MSM 3 #02,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DHS,,,,,,,,
nl-flhs-00327,Linux,Hollywood Studios,Prod,xConnect,Prod - xConnect - HS xBRC - Rest Priority Seating - Lobby Greeting #01,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DHS,,,,,,,,
nl-flhs-00328,Linux,Hollywood Studios,Prod,xConnect,Prod - xConnect - HS xBRC - Rest Priority Seating - Lobby Greeting #02,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DHS,,,,,,,,
nl-flhs-00330,Linux,Hollywood Studios,Prod,xConnect,Prod - xConnect - HS xBRC - Premier Theater #01,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DHS,,,,,,,,
nl-flhs-00331,Linux,Hollywood Studios,Prod,xConnect,Prod - xConnect - HS xBRC - Premier Theater #02,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DHS,,,,,,,,
nl-flhs-00332,Linux,Hollywood Studios,Prod,xConnect,Prod - xConnect - HS xBRC - Photo Booth #01,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DHS,,,,,,,,
nl-flhs-00333,Linux,Hollywood Studios,Prod,xConnect,Prod - xConnect - HS xBRC - Photo Booth #02,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DHS,,,,,,,,
nl-flhs-00334,Linux,Hollywood Studios,Prod,xPass,Prod - xPass - HS FPP Kiosk #01,4,6,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DHS,,,,,,,,
nl-flhs-00335,Linux,Hollywood Studios,Prod,xPass,Prod - xPass - HS FPP Kiosk #02,4,6,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DHS,,,,,,,,
nl-flhs-00336,Linux,Hollywood Studios,Prod,xPass,Prod - xPass - HS FPP Kiosk #03,4,6,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DHS,,,,,,,,
nl-flhs-00337,Linux,Hollywood Studios,Prod,xPass,Prod - xPass - HS FPP Kiosk #04,4,6,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DHS,,,,,,,,
nl-flhs-00338,Linux,Hollywood Studios,Prod,xConnect,Prod - xConnect - HS Photo Wall #01,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DHS,,,,,,,,
nl-flhs-00339,Linux,Hollywood Studios,Prod,xConnect,Prod - xConnect - HS Photo Wall #02,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DHS,,,,,,,,
nl-flhs-00340,Linux,Hollywood Studios,Prod,xPass,Prod - xPass - HS FPP Ksam #01,4,4,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DHS,,,,,,,,
nl-flhs-00341,Linux,Hollywood Studios,Prod,xPass,Prod - xPass - HS FPP Ksam #02,4,4,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DHS,,,,,,,,
nl-flhs-00342,Linux,Hollywood Studios,Prod,Shared,Prod - Shared - RHC Data API Severs #01,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DHS,,,,,,,,
nl-flhs-00343,Linux,Hollywood Studios,Prod,Shared,Prod - Shared - RHC Data API Severs #02,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DHS,,,,,,,,
nl-flhs-00345,Linux,HS Alpha Lab,Alpha,Shared,Alpha - Shared - This is built for HCL KT Session,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DHS2,,,,,,,,
nl-flmk-00003,Linux,Magic Kingdom,Prod,RTI,Prod - RTI - AG Controller TC #1,2,20,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD,,,,,,,,
nl-flmk-00004,Linux,Magic Kingdom,Prod,RTI,Prod - RTI - AG Controller TC #2,2,20,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCPROD1,,,,,,,,
nl-flmk-00026,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK XBRC - BoG Rose Gallery #01,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00029,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK XBRC - BoG Rose Gallery #02,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00030,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK XBRC - BoG West Wing #01,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00033,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK XBRC - BoG West Wing #02,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00038,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK XBRC - BoG Ballroom #01,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00047,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK XBRC - BoG Ballroom #02,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00067,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK IDMS (BOG),2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00069,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK BOG Ballroom Dining xBRC,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00070,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK BOG JMS Listener,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00071,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK BOG Long Range xBRC,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00072,Linux,Magic Kingdom,Prod,xPass,Prod - xPass - MK BOG DAP Controller #1,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00073,Linux,Magic Kingdom,Prod,xPass,Prod - xPass - MK BOG DAP Controller #2,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00076,Linux,Magic Kingdom,Prod,xPass,Prod - xPass - MK BOG MIP,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00077,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Pirates Immersive Experience,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00078,Linux,Magic Kingdom,Prod,RTI,Prod - RTI - MK AGC #1,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00079,Linux,Magic Kingdom,Prod,RTI,Prod - RTI - MK AGC #3,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00080,Linux,Magic Kingdom,Prod,RTI,Prod - RTI - MK AGC #4,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00081,Linux,Magic Kingdom,Prod,RTI,Prod - RTI - MK AGC #2,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00082,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Mickey at TST #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00083,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Mickey at TST #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00084,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Princesses at TST #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00085,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Princesses at TST #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00086,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Barnstormer #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00087,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Barnstormer #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00088,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Big Thunder Mtn #1 ,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00089,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Big Thunder Mtn #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00090,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Buzz Lightyear #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00091,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Dumbo #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00092,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Dumbo #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00093,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Jungle Cruise #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00094,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Jungle Cruise #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00095,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - PhilharMagic #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00096,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - PhilharMagic #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00097,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Peter Pan #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00098,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Peter Pan #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00099,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Space Mountain #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00100,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Space Mountain #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00101,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Splash Mountain #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00102,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Splash Mountain #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00103,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Haunted Mansion #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00104,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Haunted Mansion #2 ,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00112,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Winnie the Pooh #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00113,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Winnie the Pooh #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00114,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Winnie the Pooh #3,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00115,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Winnie the Pooh #4,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00116,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Speedway #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00117,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Tales with Belle #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00118,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Tales with Belle #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00119,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Under the Sea #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00120,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Under the Sea #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00121,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Kiosk 1 #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00122,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Kiosk 1 #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00123,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK IDMS #1,2,20,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00124,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK IDMS #2,2,20,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00125,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRMS #1,2,20,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00126,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRMS #2,2,20,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00127,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Web Admin #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00128,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Web Admin #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00129,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK Metrics Dashboard #1,2,16,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00130,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK Metrics Dashboard #2,2,16,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00134,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Buzz Lightyear #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00135,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Speedway #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00136,Linux,Magic Kingdom,Prod,GFF,Prod - GFF - MK BOG Cast App #1,1,4,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00137,Linux,Magic Kingdom,Prod,GFF,Prod - GFF - MK BOG Cast App #2,1,4,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00138,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK Park Entry 1 #1 ,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00139,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK Park Entry 1 #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00140,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK Park Entry 2 #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00141,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK Park Entry 2 #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00142,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK Park Entry 3 #1 - ,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00143,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK Park Entry 3 #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00144,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK Park Entry 4 #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00145,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK Park Entry 4 #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00146,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK Park Entry 5 #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00147,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK Park Entry 5 #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00148,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK Park Entry 6 #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00149,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK Park Entry 6 #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00150,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK Park Entry 7 #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00151,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK Park Entry 7 #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00152,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK Park Entry 8 #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00153,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK Park Entry 8 #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00154,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Aladdin #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00155,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Aladdin #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00156,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Monsters Inc #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00157,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Monsters Inc #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00158,Linux,Magic Kingdom,Prod,GFF,Prod - GFF - MK BOG Bridge Pre-Arrival email Server,2,4,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00161,Linux,Magic Kingdom,Prod,xPass,Prod - xPass - MK GxP Atom Cluster #1,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00162,Linux,Magic Kingdom,Prod,xPass,Prod - xPass - MK GxP Atom Cluster #2,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00163,Linux,Magic Kingdom,Prod,xPass,Prod - xPass - MK GxP DAP Controller #1,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00164,Linux,Magic Kingdom,Prod,xPass,Prod - xPass - MK GxP DAP Controller #2,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00165,Linux,Magic Kingdom,Prod,xPass,Prod - xPass - MK GxP DAP Controller #3,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00166,Linux,Magic Kingdom,Prod,xPass,Prod - xPass - MK GxP DAP Controller #4,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00167,Linux,Magic Kingdom,Prod,xPass,Prod - xPass - MK GxP DAP UI #1,4,4,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00168,Linux,Magic Kingdom,Prod,xPass,Prod - xPass - MK GxP DAP UI #2,4,4,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00169,Linux,Magic Kingdom,Prod,xPass,Prod - xPass - MK GxP MIP #1,4,16,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00170,Linux,Magic Kingdom,Prod,xPass,Prod - xPass - MK GxP MIP #2,4,16,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00171,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Indy Speedway #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00172,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Indy Speedway #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00173,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Small World #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00174,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Small World #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00175,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Princess MG #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00176,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Princess MG #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00177,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Ariel MG #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
nl-flmk-00178,Linux,Magic Kingdom,Prod,xConnect,Prod - xConnect - MK xBRC - Ariel MG #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-MK,,,,,,,,
